dbn,school_name,grade,year,demographic_category,demographic_variable,num_total_days,num_days_absent,num_days_present,percent_attendance,num_chronically_absent,percent_chronically_absent
05M367,Academy for Social Action,All Grades,2016-17,Poverty,Not Poverty,2628,838,1790,68.1,13,65
05M367,Academy for Social Action,All Grades,2016-17,Poverty,Poverty,17622,4184,13438,76.3,78,62.4
05M367,Academy for Social Action,All Grades,2017-18,Poverty,Not Poverty,1373,118,1255,91.4,2,22.2
05M367,Academy for Social Action,All Grades,2017-18,Poverty,Poverty,11699,2312,9387,80.2,45,56.3
05M367,Academy for Social Action,All Grades,2016-17,ELL Status,ELL,5044,962,4082,80.9,17,45.9
05M367,Academy for Social Action,All Grades,2016-17,ELL Status,Not ELL,15206,4060,11146,73.3,74,68.5
05M367,Academy for Social Action,All Grades,2017-18,ELL Status,ELL,4596,659,3937,85.7,13,41.9
05M367,Academy for Social Action,All Grades,2017-18,ELL Status,Not ELL,8476,1771,6705,79.1,34,58.6
15K463,Secondary School for Journalism,All Grades,2016-17,All Students,All Students,36962,6086,30876,83.5,134,52.8
15K463,Secondary School for Journalism,All Grades,2017-18,All Students,All Students,35007,6371,28636,81.8,136,54.4
15K463,Secondary School for Journalism,All Grades,2016-17,SWD Status,Not SWD,29742,4320,25422,85.5,100,49.3
15K463,Secondary School for Journalism,All Grades,2016-17,SWD Status,SWD,7220,1766,5454,75.5,34,66.7
15K463,Secondary School for Journalism,All Grades,2017-18,SWD Status,Not SWD,28465,4966,23499,82.6,104,51
15K463,Secondary School for Journalism,All Grades,2017-18,SWD Status,SWD,6542,1405,5137,78.5,32,69.6
15K463,Secondary School for Journalism,All Grades,2016-17,Ethnicity,Asian,2440,127,2313,94.8,2,11.8
15K463,Secondary School for Journalism,All Grades,2016-17,Ethnicity,Black,17564,2908,14656,83.4,69,57
15K463,Secondary School for Journalism,All Grades,2016-17,Ethnicity,Hispanic,14026,2706,11320,80.7,52,55.3
15K463,Secondary School for Journalism,All Grades,2016-17,Ethnicity,Other,516,0,0,0,0,0
15K463,Secondary School for Journalism,All Grades,2016-17,Ethnicity,White,2416,0,0,0,0,0
15K463,Secondary School for Journalism,All Grades,2017-18,Ethnicity,Asian,1663,0,0,0,0,0
15K463,Secondary School for Journalism,All Grades,2017-18,Ethnicity,Black,17346,3260,14086,81.2,73,61.3
15K463,Secondary School for Journalism,All Grades,2017-18,Ethnicity,Hispanic,12792,2417,10375,81.1,46,48.9
15K463,Secondary School for Journalism,All Grades,2017-18,Ethnicity,Other,400,0,0,0,0,0
15K463,Secondary School for Journalism,All Grades,2017-18,Ethnicity,White,2806,482,2324,82.8,10,50
15K463,Secondary School for Journalism,All Grades,2016-17,Gender,Female,23611,3922,19689,83.4,84,52.8
15K463,Secondary School for Journalism,All Grades,2016-17,Gender,Male,13338,2153,11185,83.9,50,52.6
15K463,Secondary School for Journalism,All Grades,2017-18,Gender,Female,20680,3932,16748,81,84,58.7
15K463,Secondary School for Journalism,All Grades,2017-18,Gender,Male,14327,2439,11888,83,52,48.6
15K463,Secondary School for Journalism,All Grades,2016-17,Poverty,Not Poverty,6882,1365,5517,80.2,31,67.4
15K463,Secondary School for Journalism,All Grades,2016-17,Poverty,Poverty,30080,4721,25359,84.3,103,49.5
15K463,Secondary School for Journalism,All Grades,2017-18,Poverty,Not Poverty,4033,680,3353,83.1,18,54.5
15K463,Secondary School for Journalism,All Grades,2017-18,Poverty,Poverty,30974,5691,25283,81.6,118,54.4
15K463,Secondary School for Journalism,All Grades,2016-17,ELL Status,ELL,4660,774,3886,83.4,18,51.4
15K463,Secondary School for Journalism,All Grades,2016-17,ELL Status,Not ELL,32302,5312,26990,83.6,116,53
15K463,Secondary School for Journalism,All Grades,2017-18,ELL Status,ELL,4746,773,3973,83.7,17,43.6
15K463,Secondary School for Journalism,All Grades,2017-18,ELL Status,Not ELL,30261,5598,24663,81.5,119,56.4
20K490,Fort Hamilton High School,All Grades,2016-17,All Students,All Students,718443,71934,646509,90,1230,26.7
20K490,Fort Hamilton High School,All Grades,2017-18,All Students,All Students,742584,75242,667342,89.9,1338,28.4
20K490,Fort Hamilton High School,All Grades,2016-17,SWD Status,Not SWD,614104,53810,560294,91.2,912,23.2
20K490,Fort Hamilton High School,All Grades,2016-17,SWD Status,SWD,104339,18124,86215,82.6,318,47.1
20K490,Fort Hamilton High School,All Grades,2017-18,SWD Status,Not SWD,638275,57830,580445,90.9,1031,25.5
20K490,Fort Hamilton High School,All Grades,2017-18,SWD Status,SWD,104309,17412,86897,83.3,307,45.8
20K490,Fort Hamilton High School,All Grades,2016-17,Ethnicity,Asian,199147,13544,185603,93.2,213,16.7
20K490,Fort Hamilton High School,All Grades,2016-17,Ethnicity,Black,30890,2893,27997,90.6,52,26.5
20K490,Fort Hamilton High School,All Grades,2016-17,Ethnicity,Hispanic,224973,32455,192518,85.6,572,38.9
20K490,Fort Hamilton High School,All Grades,2016-17,Ethnicity,Other,14433,1099,13334,92.4,23,24.7
20K490,Fort Hamilton High School,All Grades,2016-17,Ethnicity,White,249000,21943,227057,91.2,370,23.5
20K490,Fort Hamilton High School,All Grades,2017-18,Ethnicity,Asian,202798,15301,187497,92.5,255,19.7
20K490,Fort Hamilton High School,All Grades,2017-18,Ethnicity,Black,28143,2773,25370,90.1,56,31.5
20K490,Fort Hamilton High School,All Grades,2017-18,Ethnicity,Hispanic,230694,30542,200152,86.8,570,38.5
20K490,Fort Hamilton High School,All Grades,2017-18,Ethnicity,Other,12767,1315,11452,89.7,21,26.3
20K490,Fort Hamilton High School,All Grades,2017-18,Ethnicity,White,268182,25311,242871,90.6,436,25.9
20K490,Fort Hamilton High School,All Grades,2016-17,Gender,Female,338711,30348,308363,91,519,23.9
20K490,Fort Hamilton High School,All Grades,2016-17,Gender,Male,379732,41586,338146,89,711,29.2
20K490,Fort Hamilton High School,All Grades,2017-18,Gender,Female,356396,32301,324095,90.9,576,25.7
20K490,Fort Hamilton High School,All Grades,2017-18,Gender,Male,386188,42941,343247,88.9,762,30.8
20K490,Fort Hamilton High School,All Grades,2016-17,Poverty,Not Poverty,215038,23383,191655,89.1,388,27.9
20K490,Fort Hamilton High School,All Grades,2016-17,Poverty,Poverty,503405,48551,454854,90.4,842,26.2
20K490,Fort Hamilton High School,All Grades,2017-18,Poverty,Not Poverty,199702,17690,182012,91.1,302,23.9
20K490,Fort Hamilton High School,All Grades,2017-18,Poverty,Poverty,542882,57552,485330,89.4,1036,30
20K490,Fort Hamilton High School,All Grades,2016-17,ELL Status,ELL,117246,17609,99637,85,310,38.5
20K490,Fort Hamilton High School,All Grades,2016-17,ELL Status,Not ELL,601197,54325,546872,91,920,24.2
20K490,Fort Hamilton High School,All Grades,2017-18,ELL Status,ELL,108470,17158,91312,84.2,312,42
20K490,Fort Hamilton High School,All Grades,2017-18,ELL Status,Not ELL,634114,58084,576030,90.8,1026,25.8
23K697,Teachers Preparatory High School,All Grades,2016-17,All Students,All Students,49116,8761,40355,82.2,160,48.6
23K697,Teachers Preparatory High School,All Grades,2017-18,All Students,All Students,40872,8529,32343,79.1,141,52
23K697,Teachers Preparatory High School,All Grades,2016-17,SWD Status,Not SWD,33505,4700,28805,86,89,39.9
23K697,Teachers Preparatory High School,All Grades,2016-17,SWD Status,SWD,15611,4061,11550,74,71,67
23K697,Teachers Preparatory High School,All Grades,2017-18,SWD Status,Not SWD,26367,4403,21964,83.3,75,43.4
23K697,Teachers Preparatory High School,All Grades,2017-18,SWD Status,SWD,14505,4126,10379,71.6,66,67.3
23K697,Teachers Preparatory High School,All Grades,2016-17,Ethnicity,Asian,832,0,0,0,0,0
23K697,Teachers Preparatory High School,All Grades,2016-17,Ethnicity,Black,38472,6964,31508,81.9,119,46.3
23K697,Teachers Preparatory High School,All Grades,2016-17,Ethnicity,Hispanic,7828,1491,6337,81,32,60.4
23K697,Teachers Preparatory High School,All Grades,2016-17,Ethnicity,Other,511,0,0,0,0,0
23K697,Teachers Preparatory High School,All Grades,2016-17,Ethnicity,White,1473,233,1240,84.2,9,81.8
23K697,Teachers Preparatory High School,All Grades,2017-18,Ethnicity,Asian,838,0,0,0,0,0
23K697,Teachers Preparatory High School,All Grades,2017-18,Ethnicity,Black,30739,6171,24568,79.9,97,48
23K697,Teachers Preparatory High School,All Grades,2017-18,Ethnicity,Hispanic,7517,1972,5545,73.8,30,58.8
23K697,Teachers Preparatory High School,All Grades,2017-18,Ethnicity,Other,345,0,0,0,0,0
23K697,Teachers Preparatory High School,All Grades,2017-18,Ethnicity,White,1433,276,1157,80.7,10,90.9
23K697,Teachers Preparatory High School,All Grades,2016-17,Gender,Female,28141,4552,23589,83.8,88,47.3
23K697,Teachers Preparatory High School,All Grades,2016-17,Gender,Male,20975,4209,16766,79.9,72,50.3
23K697,Teachers Preparatory High School,All Grades,2017-18,Gender,Female,22791,4824,17967,78.8,77,51.3
23K697,Teachers Preparatory High School,All Grades,2017-18,Gender,Male,18081,3705,14376,79.5,64,52.9
23K697,Teachers Preparatory High School,All Grades,2016-17,Poverty,Not Poverty,8581,1412,7169,83.5,23,41.1
23K697,Teachers Preparatory High School,All Grades,2016-17,Poverty,Poverty,40535,7349,33186,81.9,137,50.2
23K697,Teachers Preparatory High School,All Grades,2017-18,Poverty,Not Poverty,3951,530,3421,86.6,10,38.5
23K697,Teachers Preparatory High School,All Grades,2017-18,Poverty,Poverty,36921,7999,28922,78.3,131,53.5
23K697,Teachers Preparatory High School,All Grades,2016-17,ELL Status,ELL,1870,297,1573,84.1,8,57.1
23K697,Teachers Preparatory High School,All Grades,2016-17,ELL Status,Not ELL,47246,8464,38782,82.1,152,48.3
23K697,Teachers Preparatory High School,All Grades,2017-18,ELL Status,ELL,3045,499,2546,83.6,11,50
23K697,Teachers Preparatory High School,All Grades,2017-18,ELL Status,Not ELL,37827,8030,29797,78.8,130,52.2
02M475,Stuyvesant High School,All Grades,2016-17,All Students,All Students,547057,16597,530460,97,191,5.7
02M475,Stuyvesant High School,All Grades,2017-18,All Students,All Students,545972,18606,527366,96.6,235,7
02M475,Stuyvesant High School,All Grades,2016-17,SWD Status,Not SWD,543935,16358,527577,97,188,5.6
02M475,Stuyvesant High School,All Grades,2016-17,SWD Status,SWD,3122,239,2883,92.3,3,15
02M475,Stuyvesant High School,All Grades,2017-18,SWD Status,Not SWD,543716,18268,525448,96.6,231,6.9
02M475,Stuyvesant High School,All Grades,2017-18,SWD Status,SWD,2256,338,1918,85,4,26.7
02M475,Stuyvesant High School,All Grades,2016-17,Ethnicity,Asian,410315,10647,399668,97.4,124,4.9
02M475,Stuyvesant High School,All Grades,2016-17,Ethnicity,Black,3423,120,3303,96.5,1,4.8
02M475,Stuyvesant High School,All Grades,2016-17,Ethnicity,Hispanic,13623,668,12955,95.1,11,12.9
02M475,Stuyvesant High School,All Grades,2016-17,Ethnicity,Other,19808,923,18885,95.3,8,6.6
02M475,Stuyvesant High School,All Grades,2016-17,Ethnicity,White,99888,4239,95649,95.8,47,7.6
02M475,Stuyvesant High School,All Grades,2017-18,Ethnicity,Asian,404096,12446,391650,96.9,144,5.8
02M475,Stuyvesant High School,All Grades,2017-18,Ethnicity,Black,3808,125,3683,96.7,2,8.3
02M475,Stuyvesant High School,All Grades,2017-18,Ethnicity,Hispanic,15415,845,14570,94.5,14,14.7
02M475,Stuyvesant High School,All Grades,2017-18,Ethnicity,Other,21682,1058,20624,95.1,15,11.3
02M475,Stuyvesant High School,All Grades,2017-18,Ethnicity,White,100971,4132,96839,95.9,60,9.7
02M475,Stuyvesant High School,All Grades,2016-17,Gender,Female,236596,6397,230199,97.3,66,4.5
02M475,Stuyvesant High School,All Grades,2016-17,Gender,Male,310461,10200,300261,96.7,125,6.5
02M475,Stuyvesant High School,All Grades,2017-18,Gender,Female,234436,7479,226957,96.8,89,6.2
02M475,Stuyvesant High School,All Grades,2017-18,Gender,Male,311536,11127,300409,96.4,146,7.6
02M475,Stuyvesant High School,All Grades,2016-17,Poverty,Not Poverty,298760,10004,288756,96.7,114,6.2
02M475,Stuyvesant High School,All Grades,2016-17,Poverty,Poverty,248297,6593,241704,97.3,77,5
02M475,Stuyvesant High School,All Grades,2017-18,Poverty,Not Poverty,292915,10641,282274,96.4,131,7.3
02M475,Stuyvesant High School,All Grades,2017-18,Poverty,Poverty,253057,7965,245092,96.9,104,6.7
02M475,Stuyvesant High School,All Grades,2016-17,ELL Status,ELL,163,0,0,0,0,0
02M475,Stuyvesant High School,All Grades,2016-17,ELL Status,Not ELL,546894,0,0,0,0,0
02M475,Stuyvesant High School,All Grades,2017-18,ELL Status,Not ELL,545972,18606,527366,96.6,235,7
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,All Students,All Students,104361,12607,91754,87.9,269,39.7
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,All Students,All Students,106296,13448,92848,87.3,273,41.1
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,SWD Status,Not SWD,87440,10040,77400,88.5,214,37.7
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,SWD Status,SWD,16921,2567,14354,84.8,55,50
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,SWD Status,Not SWD,90187,10809,79378,88,220,39.1
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,SWD Status,SWD,16109,2639,13470,83.6,53,51.5
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,Ethnicity,Asian,8425,771,7654,90.8,19,35.8
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,Ethnicity,Black,44566,5725,38841,87.2,116,40.3
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,Ethnicity,Hispanic,44710,5563,39147,87.6,120,41.1
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,Ethnicity,Other,2740,221,2519,91.9,6,35.3
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,Ethnicity,White,3920,327,3593,91.7,8,29.6
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,Ethnicity,Asian,6692,764,5928,88.6,15,36.6
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,Ethnicity,Black,46293,5812,40481,87.4,107,37.7
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,Ethnicity,Hispanic,45787,6236,39551,86.4,137,46.9
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,Ethnicity,Other,3194,312,2882,90.2,8,40
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,Ethnicity,White,4330,324,4006,92.5,6,21.4
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,Gender,Female,52412,6237,46175,88.1,135,39.8
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,Gender,Male,51949,6370,45579,87.7,134,39.6
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,Gender,Female,52677,6702,45975,87.3,133,40.2
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,Gender,Male,53619,6746,46873,87.4,140,41.9
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,Poverty,Not Poverty,23213,3018,20195,87,61,40.4
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,Poverty,Poverty,81148,9589,71559,88.2,208,39.5
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,Poverty,Not Poverty,21296,2499,18797,88.3,50,36
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,Poverty,Poverty,85000,10949,74051,87.1,223,42.4
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,ELL Status,ELL,15496,1518,13978,90.2,33,29.5
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016-17,ELL Status,Not ELL,88865,11089,77776,87.5,236,41.8
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,ELL Status,ELL,17612,2188,15424,87.6,41,35.3
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017-18,ELL Status,Not ELL,88684,11260,77424,87.3,232,42.3
02M413,School of the Future High School,All Grades,2016-17,All Students,All Students,132643,6794,125849,94.9,83,10.9
02M413,School of the Future High School,All Grades,2017-18,All Students,All Students,132580,6818,125762,94.9,93,12.3
02M413,School of the Future High School,All Grades,2016-17,SWD Status,Not SWD,105914,5041,100873,95.2,56,9.2
02M413,School of the Future High School,All Grades,2016-17,SWD Status,SWD,26729,1753,24976,93.4,27,17.6
02M413,School of the Future High School,All Grades,2017-18,SWD Status,Not SWD,103836,5096,98740,95.1,68,11.5
02M413,School of the Future High School,All Grades,2017-18,SWD Status,SWD,28744,1722,27022,94,25,15.2
02M413,School of the Future High School,All Grades,2016-17,Ethnicity,Asian,20671,586,20085,97.2,6,5.1
02M413,School of the Future High School,All Grades,2016-17,Ethnicity,Black,15411,798,14613,94.8,9,10.2
02M413,School of the Future High School,All Grades,2016-17,Ethnicity,Hispanic,36754,2414,34340,93.4,36,17
02M413,School of the Future High School,All Grades,2016-17,Ethnicity,Other,10480,561,9919,94.6,7,11.7
02M413,School of the Future High School,All Grades,2016-17,Ethnicity,White,49327,2435,46892,95.1,25,8.8
02M413,School of the Future High School,All Grades,2017-18,Ethnicity,Asian,22635,843,21792,96.3,12,9.4
02M413,School of the Future High School,All Grades,2017-18,Ethnicity,Black,14171,707,13464,95,11,13.6
02M413,School of the Future High School,All Grades,2017-18,Ethnicity,Hispanic,34929,2040,32889,94.2,34,17.1
02M413,School of the Future High School,All Grades,2017-18,Ethnicity,Other,12157,698,11459,94.3,8,11.4
02M413,School of the Future High School,All Grades,2017-18,Ethnicity,White,48688,2530,46158,94.8,28,10.1
02M413,School of the Future High School,All Grades,2016-17,Gender,Female,64974,3475,61499,94.7,45,12.1
02M413,School of the Future High School,All Grades,2016-17,Gender,Male,67669,3319,64350,95.1,38,9.7
02M413,School of the Future High School,All Grades,2017-18,Gender,Female,63456,3238,60218,94.9,42,11.6
02M413,School of the Future High School,All Grades,2017-18,Gender,Male,69124,3580,65544,94.8,51,12.9
02M413,School of the Future High School,All Grades,2016-17,Poverty,Not Poverty,87797,4481,83316,94.9,47,9.3
02M413,School of the Future High School,All Grades,2016-17,Poverty,Poverty,44846,2313,42533,94.8,36,14
02M413,School of the Future High School,All Grades,2017-18,Poverty,Not Poverty,79723,3960,75763,95,44,9.7
02M413,School of the Future High School,All Grades,2017-18,Poverty,Poverty,52857,2858,49999,94.6,49,16.2
02M413,School of the Future High School,All Grades,2016-17,ELL Status,ELL,1412,46,1366,96.7,1,12.5
02M413,School of the Future High School,All Grades,2016-17,ELL Status,Not ELL,131231,6748,124483,94.9,82,10.9
02M413,School of the Future High School,All Grades,2017-18,ELL Status,ELL,2301,58,2243,97.5,1,7.7
02M413,School of the Future High School,All Grades,2017-18,ELL Status,Not ELL,130279,6760,123519,94.8,92,12.4
02M376,NYC iSchool,All Grades,2016-17,All Students,All Students,72452,5133,67319,92.9,89,19.6
02M376,NYC iSchool,All Grades,2017-18,All Students,All Students,73986,5482,68504,92.6,81,17.5
02M376,NYC iSchool,All Grades,2016-17,SWD Status,Not SWD,62835,4092,58743,93.5,68,17.4
02M376,NYC iSchool,All Grades,2016-17,SWD Status,SWD,9617,1041,8576,89.2,21,33.3
02M376,NYC iSchool,All Grades,2017-18,SWD Status,Not SWD,63675,4330,59345,93.2,61,15.4
02M376,NYC iSchool,All Grades,2017-18,SWD Status,SWD,10311,1152,9159,88.8,20,30.3
02M376,NYC iSchool,All Grades,2016-17,Ethnicity,Asian,5474,319,5155,94.2,5,14.3
02M376,NYC iSchool,All Grades,2016-17,Ethnicity,Black,13406,1069,12337,92,20,24.1
02M376,NYC iSchool,All Grades,2016-17,Ethnicity,Hispanic,20796,1756,19040,91.6,37,28
02M376,NYC iSchool,All Grades,2016-17,Ethnicity,Other,5704,393,5311,93.1,8,22.2
02M376,NYC iSchool,All Grades,2016-17,Ethnicity,White,27072,1596,25476,94.1,19,11.3
02M376,NYC iSchool,All Grades,2017-18,Ethnicity,Asian,6262,375,5887,94,6,15
02M376,NYC iSchool,All Grades,2017-18,Ethnicity,Black,12767,958,11809,92.5,13,16.5
02M376,NYC iSchool,All Grades,2017-18,Ethnicity,Hispanic,17816,1620,16196,90.9,31,27.9
02M376,NYC iSchool,All Grades,2017-18,Ethnicity,Other,6647,498,6149,92.5,5,12.2
02M376,NYC iSchool,All Grades,2017-18,Ethnicity,White,30494,2031,28463,93.3,26,13.6
02M376,NYC iSchool,All Grades,2016-17,Gender,Female,40108,2838,37270,92.9,53,21.3
02M376,NYC iSchool,All Grades,2016-17,Gender,Male,32344,2295,30049,92.9,36,17.6
02M376,NYC iSchool,All Grades,2017-18,Gender,Female,40997,2861,38136,93,43,16.9
02M376,NYC iSchool,All Grades,2017-18,Gender,Male,32989,2621,30368,92.1,38,18.3
02M376,NYC iSchool,All Grades,2016-17,Poverty,Not Poverty,45134,2979,42155,93.4,44,15.6
02M376,NYC iSchool,All Grades,2016-17,Poverty,Poverty,27318,2154,25164,92.1,45,26.2
02M376,NYC iSchool,All Grades,2017-18,Poverty,Not Poverty,44234,2943,41291,93.3,35,12.7
02M376,NYC iSchool,All Grades,2017-18,Poverty,Poverty,29752,2539,27213,91.5,46,24.7
02M376,NYC iSchool,All Grades,2016-17,ELL Status,ELL,326,0,0,0,0,0
02M376,NYC iSchool,All Grades,2016-17,ELL Status,Not ELL,72126,0,0,0,0,0
02M376,NYC iSchool,All Grades,2017-18,ELL Status,ELL,820,0,0,0,0,0
02M376,NYC iSchool,All Grades,2017-18,ELL Status,Not ELL,73166,0,0,0,0,0
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,All Students,All Students,110275,9807,100468,91.1,199,29.1
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,All Students,All Students,113221,10932,102289,90.3,206,29.7
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,SWD Status,Not SWD,93700,8021,85679,91.4,160,27.5
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,SWD Status,SWD,16575,1786,14789,89.2,39,38.6
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,SWD Status,Not SWD,94323,8543,85780,90.9,170,29.4
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,SWD Status,SWD,18898,2389,16509,87.4,36,31.3
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,Ethnicity,Asian,32541,2774,29767,91.5,56,28
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,Ethnicity,Black,52274,4604,47670,91.2,94,29.2
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,Ethnicity,Hispanic,16064,1469,14595,90.9,32,32
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,Ethnicity,Other,7213,668,6545,90.7,10,22.2
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,Ethnicity,White,2183,292,1891,86.6,7,43.8
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,Ethnicity,Asian,32055,2863,29192,91.1,57,28.1
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,Ethnicity,Black,52508,5006,47502,90.5,90,28.3
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,Ethnicity,Hispanic,17710,2118,15592,88,41,38
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,Ethnicity,Other,9195,788,8407,91.4,14,25.9
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,Ethnicity,White,1753,157,1596,91,4,36.4
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,Gender,Female,54498,5457,49041,90,126,36.7
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,Gender,Male,55777,4350,51427,92.2,73,21.5
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,Gender,Female,55151,5558,49593,89.9,111,32.6
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,Gender,Male,58070,5374,52696,90.7,95,26.8
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,Poverty,Not Poverty,13505,1301,12204,90.4,18,21.4
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,Poverty,Poverty,96770,8506,88264,91.2,181,30.2
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,Poverty,Not Poverty,13534,989,12545,92.7,16,19.3
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,Poverty,Poverty,99687,9943,89744,90,190,31.1
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,ELL Status,ELL,9215,1124,8091,87.8,23,37.1
28Q310,Queens Collegiate: A College Board School,All Grades,2016-17,ELL Status,Not ELL,101060,8683,92377,91.4,176,28.3
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,ELL Status,ELL,8605,1686,6919,80.4,26,46.4
28Q310,Queens Collegiate: A College Board School,All Grades,2017-18,ELL Status,Not ELL,104616,9246,95370,91.2,180,28.2
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2016-17,All Students,All Students,52556,10758,41798,79.5,185,54.6
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2017-18,All Students,All Students,51395,10318,41077,79.9,189,56.3
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2016-17,SWD Status,Not SWD,38256,7457,30799,80.5,125,51
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2016-17,SWD Status,SWD,14300,3301,10999,76.9,60,63.8
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2017-18,SWD Status,Not SWD,38359,6875,31484,82.1,137,55
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2017-18,SWD Status,SWD,13036,3443,9593,73.6,52,59.8
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2016-17,Ethnicity,Asian,653,0,0,0,0,0
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2016-17,Ethnicity,Black,37772,7637,30135,79.8,129,53.8
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2016-17,Ethnicity,Hispanic,13316,2861,10455,78.5,53,58.9
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2016-17,Ethnicity,Other,652,0,0,0,0,0
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2016-17,Ethnicity,White,163,0,0,0,0,0
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2017-18,Ethnicity,Asian,335,0,0,0,0,0
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2017-18,Ethnicity,Black,37445,7926,29519,78.8,141,57.6
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2017-18,Ethnicity,Hispanic,11619,2133,9486,81.6,40,52.6
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2017-18,Ethnicity,Other,1643,173,1470,89.5,5,50
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2017-18,Ethnicity,White,353,0,0,0,0,0
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2016-17,Gender,Female,13753,2502,11251,81.8,44,50
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2016-17,Gender,Male,38803,8256,30547,78.7,141,56.2
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2017-18,Gender,Female,12456,2530,9926,79.7,47,57.3
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2017-18,Gender,Male,38939,7788,31151,80,142,55.9
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2016-17,Poverty,Not Poverty,9982,1981,8001,80.2,32,50.8
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2016-17,Poverty,Poverty,42574,8777,33797,79.4,153,55.4
19K502,FDNY - Captain Vernon A. Richard High School for F,All Grades,2017-18,Poverty,Not Poverty,7584,1240,6344,83.6,25,49
